gene,Start,End,EcoCyc accession,locus_tag,30C_1_m,30C_1_f,te_1,30C_2_m,30C_2_f,te_2,30C_3_m,30C_3_f,te_3
yghZ,3145919,3146959,ECK2995,b3001,9.1,15.0,1.6,3.6,4.0,1.1,7.3,1.0,0.1
ygiA,3177618,3177878,ECK3027,b3036,153.4,258.1,1.7,121.8,186.0,1.5,134.1,263.8,2.0
ygiB,3177862,3178437,ECK3028,b3037,222.6,465.8,2.1,216.0,331.3,1.5,227.1,305.0,1.3
ygiC,3178443,3179603,ECK3029,b3038,174.0,81.7,0.5,187.7,90.8,0.5,194.9,102.7,0.5
ygiD,3180456,3179641,ECK3030,b3039,6.1,9.5,1.6,8.0,6.2,0.8,5.4,7.6,1.4
ygiF,3198987,3197686,ECK3044,b3054,102.6,134.4,1.3,68.2,96.4,1.4,81.2,94.7,1.2
ygiH,3202716,3203333,ECK3049,b3059,51.7,45.4,0.9,68.1,31.2,0.5,61.1,36.6,0.6
ygiL,3183436,3183987,ECK3034,b3043,4.9,8.5,1.7,8.5,9.1,1.1,2.2,13.0,6.0
ygiM,3199229,3199849,ECK3045,b3055,53.6,147.0,2.7,72.3,231.8,3.2,52.5,215.1,4.1
ygiN,3171164,3171478,ECK3020,b3029,387.0,1289.9,3.3,255.4,600.5,2.4,267.6,476.3,1.8
ygiQ,3159168,3156949,ECK3007,b4469,90.2,121.2,1.3,129.3,181.0,1.4,118.9,119.4,1.0
ygiS,3165740,3164133,ECK3011,b3020,22.9,32.9,1.4,14.5,17.7,1.2,15.6,12.1,0.8
ygiV,3167253,3166771,ECK3014,b3023,7.5,5.6,0.8,7.7,0.0,0.0,13.2,6.4,0.5
ygiW,3167698,3167306,ECK3015,b3024,41.2,158.0,3.8,33.3,108.6,3.3,52.6,146.4,2.8
ygiZ,3170233,3169901,ECK3018,b3027,0.0,0.0,#DIV/0!,2.8,0.0,0.0,0.0,0.0,#DIV/0!
ygjH,3219269,3218937,ECK3064,b3074,8.1,4.1,0.5,0.0,7.5,#DIV/0!,4.8,9.3,1.9
ygjI,3224256,3225689,ECK3068,b3078,0.6,0.1,0.2,1.3,0.0,0.0,0.0,2.1,#DIV/0!
ygjJ,3225823,3226893,ECK3069,b3079,0.4,0.0,0.0,0.9,0.0,0.0,1.1,0.0,0.0
ygjK,3226910,3229261,ECK3070,b3080,1.5,0.6,0.4,3.6,1.1,0.3,1.0,0.0,0.0
ygjP,3233982,3234485,ECK3075,b3085,17.9,42.5,2.4,20.4,23.3,1.1,10.3,12.2,1.2
ygjQ,3234562,3235254,ECK3076,b3086,1.3,0.6,0.4,6.7,1.2,0.2,4.6,0.0,0.0
ygjR,3235315,3236319,ECK3077,b3087,36.7,56.4,1.5,27.0,30.8,1.1,28.9,42.9,1.5
ygjV,3239766,3239215,ECK3081,b3090,11.4,5.6,0.5,10.2,6.1,0.6,7.9,7.4,0.9
yhaB,3265876,3266415,ECK3109,b3120,1.7,0.0,0.0,0.0,0.0,#DIV/0!,0.7,1.9,2.6
yhaC,3266437,3267624,ECK3110,b3121,0.8,0.8,1.1,0.0,0.7,#DIV/0!,0.3,1.7,5.2
yhaH,3250326,3250691,ECK3094,b3103,103.2,228.7,2.2,115.0,137.2,1.2,84.7,230.2,2.7
yhaI,3250933,3251289,ECK3095,b3104,1.3,0.0,0.0,2.6,0.0,0.0,2.2,0.0,0.0
yhaJ,3252236,3251340,ECK3096,b3105,114.8,100.7,0.9,114.7,84.0,0.7,103.3,84.8,0.8
yhaK,3252341,3253042,ECK3097,b3106,9.6,8.0,0.8,2.7,4.8,1.8,6.8,1.5,0.2
yhaL,3253065,3253229,ECK3098,b3107,106.3,108.6,1.0,45.3,86.2,1.9,72.3,174.4,2.4
yhaM,3254673,3253363,ECK3099,b4470,146.9,162.5,1.1,267.5,318.6,1.2,55.5,54.1,1.0
yhaO,3255969,3254701,ECK3100,b3110,64.5,6.1,0.1,135.6,7.9,0.1,23.5,10.5,0.4
yhaV,3275359,3275823,ECK3118,b3130,31.9,25.1,0.8,30.2,10.8,0.4,27.4,24.3,0.9
yhbE,3330757,3329792,ECK3173,b3184,309.2,26.6,0.1,540.3,36.4,0.1,484.5,47.9,0.1
yhbO,3296996,3297514,ECK3141,b3153,6.1,6.4,1.1,3.6,6.5,1.8,2.3,4.0,1.7
yhbP,3297937,3297494,ECK3142,b3154,21.3,30.7,1.4,27.4,28.3,1.0,23.3,39.3,1.7
yhbQ,3297988,3298290,ECK3143,b3155,32.7,10.9,0.3,15.4,13.8,0.9,31.5,6.8,0.2
yhbS,3298780,3298277,ECK3144,b3156,283.8,319.1,1.1,139.2,132.9,1.0,156.2,93.8,0.6
yhbT,3299298,3298774,ECK3145,b3157,489.3,539.6,1.1,122.9,110.0,0.9,157.5,90.0,0.6
yhbU,3299507,3300502,ECK3146,b3158,48.8,39.9,0.8,2.8,0.8,0.3,2.4,11.3,4.7
yhbV,3300511,3301389,ECK3147,b3159,18.9,13.5,0.7,8.5,1.9,0.2,3.6,9.4,2.6
yhbW,3301470,3302477,ECK3148,b3160,37.0,79.0,2.1,33.4,56.5,1.7,19.7,49.9,2.5
yhbX,3319635,3318010,ECK3162,b3173,2.8,0.1,0.0,4.0,2.6,0.6,3.9,1.9,0.5
yhbY,3325812,3326105,ECK3169,b3180,501.9,1549.0,3.1,620.3,1901.8,3.1,1005.0,1796.4,1.8
yhcA,3360134,3360808,ECK3205,b3215,0.7,0.9,1.3,4.2,1.2,0.3,0.6,0.0,0.0
yhcB,3378213,3378611,ECK3222,b3233,383.3,645.6,1.7,410.2,576.9,1.4,445.5,530.5,1.2
yhcC,3352072,3351143,ECK3201,b3211,7.7,10.7,1.4,1.0,0.0,0.0,3.8,5.5,1.4
yhcD,3360829,3363210,ECK3206,b3216,4.5,0.7,0.1,3.1,1.8,0.6,2.3,2.2,0.9
yhcF,3364948,3365664,ECK3208,b3219,20.7,15.7,0.8,10.4,16.3,1.6,14.4,22.9,1.6
yhcG,3365849,3366976,ECK3209,b3220,5.2,2.2,0.4,5.8,0.7,0.1,9.9,0.0,0.0
yhcH,3367500,3367036,ECK3210,b3221,9.7,18.0,1.9,14.1,21.6,1.5,18.0,19.9,1.1
yhcM,3378019,3376892,ECK3221,b3232,59.4,55.2,0.9,53.9,43.0,0.8,65.2,44.6,0.7
yhcN,3383560,3383823,ECK3227,b3238,85.2,367.3,4.3,81.5,440.7,5.4,103.9,420.4,4.0
yhcO,3384151,3383879,ECK3228,b3239,9.9,5.7,0.6,3.4,6.1,1.8,8.7,0.0,0.0
yhdE,3396400,3395807,ECK3236,b3248,174.2,113.7,0.7,201.5,149.4,0.7,198.8,140.1,0.7
yhdH,3401506,3402480,ECK3241,b3253,72.4,170.7,2.4,48.0,95.3,2.0,30.6,71.7,2.3
yhdJ,3409675,3410559,ECK3249,b3262,5.1,2.6,0.5,6.3,4.7,0.7,7.2,4.6,0.6
yhdN,3437531,3437163,ECK3280,b3293,46.3,11.1,0.2,38.0,11.3,0.3,39.9,8.4,0.2
yhdP,3394280,3390480,ECK3234,b4472,33.3,12.5,0.4,31.3,9.5,0.3,37.1,15.1,0.4
yhdT,3405397,3405639,ECK3244,b3257,50.0,20.8,0.4,69.3,51.7,0.7,72.0,42.3,0.6
yhdU,3410643,3410822,ECK3250,b3263,0.0,7.6,#DIV/0!,5.2,14.0,2.7,8.8,22.8,2.6
yhdV,3416412,3416633,ECK3254,b3267,2.0,5.3,2.6,12.6,11.3,0.9,12.5,23.1,1.8
yhdW,3417171,3418088,ECK3255,b3268,2.0,1.5,0.8,4.1,0.0,0.0,0.9,2.2,2.6
yhdX,3418156,3419337,ECK3256,b3269,0.8,0.0,0.0,3.2,0.7,0.2,1.0,1.7,1.7
yhdY,3419347,3420450,ECK3257,b3270,2.0,0.5,0.3,0.8,0.0,0.0,2.2,1.9,0.9
yhdZ,3420458,3421216,ECK3258,b3271,5.9,9.2,1.6,4.9,2.2,0.4,8.9,10.8,1.2
yheO,3474462,3473740,ECK3333,b3346,159.9,102.1,0.6,100.9,55.6,0.6,115.5,51.2,0.4
yheS,3479311,3481224,ECK3340,b3352,83.9,77.3,0.9,85.5,77.0,0.9,80.8,67.6,0.8
yheT,3481224,3482246,ECK3341,b3353,64.6,31.2,0.5,71.3,44.2,0.6,62.6,27.1,0.4
yheU,3482240,3482458,ECK3342,b3354,59.6,39.1,0.7,72.6,49.7,0.7,63.6,32.8,0.5
yheV,3476814,3476614,ECK3337,b4551,103.0,217.9,2.1,69.8,141.6,2.0,63.3,117.6,1.9
yhfA,3483840,3483436,ECK3344,b3356,227.7,433.1,1.9,101.6,351.3,3.5,140.4,301.9,2.2
yhfG,3489642,3489475,ECK3350,b3362,13.4,11.6,0.9,44.5,5.0,0.1,42.6,12.2,0.3
yhfK,3484813,3486915,ECK3346,b3358,57.8,20.5,0.4,51.6,17.1,0.3,40.8,29.3,0.7
yhfL,3497470,3497637,ECK3357,b3369,13.4,24.3,1.8,16.7,19.9,1.2,16.6,24.5,1.5
yhfS,3504042,3502957,ECK3363,b3376,4.6,1.8,0.4,5.2,0.8,0.1,6.6,0.0,0.0
yhfT,3505358,3504054,ECK3364,b3377,2.4,0.9,0.4,6.5,1.3,0.2,3.0,3.9,1.3
yhfU,3505723,3505370,ECK3365,b3378,2.5,4.4,1.7,5.3,2.4,0.4,2.2,2.9,1.3
yhfW,3507835,3506609,ECK3367,b3380,0.7,0.5,0.6,3.0,2.0,0.7,0.3,1.7,5.2
yhfX,3508998,3507835,ECK3368,b3381,1.5,0.7,0.4,4.0,0.0,0.0,1.0,0.0,0.0
yhfY,3509444,3509082,ECK3369,b3382,13.6,4.8,0.4,7.7,13.8,1.8,7.7,2.8,0.4
yhfZ,3510366,3509461,ECK3370,b3383,29.8,17.2,0.6,17.5,7.4,0.4,18.9,18.1,1.0
yhgA,3541189,3542067,ECK3398,b3411,4.1,11.5,2.8,4.3,5.7,1.3,4.5,5.8,1.3
yhgE,3530461,3528737,ECK3389,b3402,10.4,4.3,0.4,16.3,1.0,0.1,10.1,8.3,0.8
yhgF,3535407,3537728,ECK3394,b3407,151.1,274.2,1.8,140.6,200.4,1.4,120.4,149.6,1.2
yhgN,3573094,3573687,ECK3420,b3434,34.1,42.6,1.3,37.8,62.0,1.6,58.9,55.4,0.9
yhhA,3584966,3585406,ECK3432,b3448,17.3,16.8,1.0,6.4,3.8,0.6,11.7,25.6,2.2
yhhH,3621422,3621805,ECK3467,b3483,4.7,2.0,0.4,4.9,2.2,0.4,1.0,0.0,0.0
yhhJ,3624826,3623702,ECK3470,b3485,13.6,6.4,0.5,10.8,8.9,0.8,11.3,15.5,1.4
yhhL,3603002,3603271,ECK3450,b3466,50.0,54.1,1.1,48.5,62.0,1.3,50.1,60.9,1.2
yhhM,3603633,3603274,ECK3451,b3467,27.5,22.7,0.8,31.2,14.0,0.4,26.5,28.5,1.1
yhhN,3603774,3604400,ECK3452,b3468,35.9,43.5,1.2,41.8,33.4,0.8,33.6,59.0,1.8
yhhQ,3607240,3607905,ECK3455,b3471,10.8,12.3,1.1,40.7,32.7,0.8,25.1,37.0,1.5
yhhS,3609756,3608539,ECK3457,b3473,43.2,28.6,0.7,44.5,12.4,0.3,22.2,27.8,1.3
yhhT,3609888,3610937,ECK3458,b3474,7.7,7.0,0.9,2.7,7.2,2.7,8.7,12.7,1.5
yhhW,3577668,3576973,ECK3424,b3439,25.2,82.5,3.3,25.5,49.3,1.9,20.6,56.1,2.7
yhhX,3578828,3577791,ECK3425,b3440,110.1,333.1,3.0,62.2,158.0,2.5,59.4,97.0,1.6
yhhY,3579161,3579649,ECK3427,b3441,28.5,145.3,5.1,17.2,58.2,3.4,5.7,52.5,9.2
yhhZ,3579886,3581064,ECK3428,b3442,1.5,0.5,0.3,2.4,0.0,0.0,1.3,0.9,0.6
yhiD,3653925,3653278,ECK3492,b3508,4.2,0.3,0.1,4.3,1.3,0.3,5.5,0.0,0.0
yhiI,3628625,3627558,ECK3472,b3487,45.9,17.3,0.4,36.8,6.3,0.2,42.1,25.0,0.6
yhiJ,3630613,3628991,ECK3473,b3488,2.2,1.1,0.5,0.6,2.1,3.6,2.0,0.0,0.0
yhiL,3632481,3631243,ECK3475,b3490,0.0,0.3,#DIV/0!,2.3,0.7,0.3,0.6,0.0,0.0
yhiM,3632864,3633916,ECK3476,b3491,0.9,0.9,1.1,4.4,0.0,0.0,0.8,1.0,1.3
yhiN,3635433,3634231,ECK3477,b3492,58.7,28.8,0.5,105.7,77.9,0.7,101.2,79.4,0.8
yhjA,3667211,3665814,ECK3503,b3518,8.0,4.9,0.6,5.4,0.0,0.0,4.8,3.7,0.8
yhjB,3669917,3669315,ECK3505,b3520,3.0,5.5,1.8,6.2,8.3,1.3,9.2,0.0,0.0
yhjC,3670365,3671336,ECK3506,b3521,27.8,19.0,0.7,19.2,12.9,0.7,15.1,18.0,1.2
yhjD,3671385,3672398,ECK3507,b3522,17.7,18.4,1.0,15.7,11.6,0.7,12.9,22.3,1.7
yhjE,3672809,3674131,ECK3508,b3523,14.3,29.4,2.1,13.4,20.9,1.6,8.4,22.5,2.7
yhjG,3676388,3674313,ECK3509,b3524,60.2,9.8,0.2,63.5,9.7,0.2,79.5,12.4,0.2
yhjH,3677210,3676443,ECK3510,b3525,327.4,187.1,0.6,338.6,232.1,0.7,350.5,259.6,0.7
yhjJ,3679963,3678467,ECK3512,b3527,47.5,54.5,1.1,68.7,58.1,0.8,57.9,66.6,1.1
yhjK,3683602,3681653,ECK3514,b3529,33.2,20.8,0.6,41.7,19.7,0.5,41.6,34.3,0.8
yhjR,3694208,3694020,ECK3520,b3535,152.3,91.7,0.6,74.2,39.9,0.5,109.4,48.9,0.4
yhjV,3698586,3699857,ECK3526,b3539,17.0,13.8,0.8,21.3,23.7,1.1,12.2,30.7,2.5
yhjX,3710030,3708822,ECK3534,b3547,3.0,1.6,0.5,4.6,0.0,0.0,0.7,0.8,1.3
yhjY,3710957,3710259,ECK3535,b3548,8.4,4.2,0.5,5.4,0.0,0.0,5.7,7.3,1.3
yiaA,3725384,3724947,ECK3551,b3562,1.0,1.3,1.3,2.1,0.0,0.0,4.5,0.0,0.0
yiaB,3725771,3725430,ECK3552,b3563,0.0,1.1,#DIV/0!,2.7,0.0,0.0,1.2,0.0,0.0
yiaC,3711675,3712115,ECK3537,b3550,22.4,20.3,0.9,19.1,17.1,0.9,11.7,14.0,1.2
yiaD,3714570,3715229,ECK3539,b3552,158.1,353.4,2.2,154.5,284.1,1.8,183.8,353.4,1.9
yiaF,3717067,3716357,ECK3541,b3554,345.5,420.3,1.2,328.9,428.5,1.3,352.4,388.8,1.1
yiaG,3717501,3717791,ECK3542,b3555,20.1,44.2,2.2,9.6,2.9,0.3,8.2,28.2,3.4
yiaJ,3740555,3739707,ECK3563,b3574,31.8,37.2,1.2,31.9,27.6,0.9,33.3,27.8,0.8
yiaK,3740756,3741754,ECK3564,b3575,3.2,0.8,0.2,0.9,0.0,0.0,2.8,0.0,0.0
yiaL,3741766,3742233,ECK3565,b3576,1.0,0.8,0.9,2.0,0.0,0.0,1.7,0.0,0.0
yiaM,3742351,3742824,ECK3566,b3577,0.0,0.4,#DIV/0!,0.0,1.8,#DIV/0!,0.8,0.0,0.0
yiaN,3742827,3744104,ECK3567,b3578,0.0,0.0,#DIV/0!,1.5,0.0,0.0,0.6,0.8,1.3
yiaO,3744117,3745103,ECK3568,b3579,0.9,0.2,0.2,2.8,0.0,0.0,0.8,0.0,0.0
yiaT,3749891,3749151,ECK3573,b3584,4.2,2.4,0.6,6.3,1.1,0.2,5.9,2.8,0.5
yiaU,3750015,3750989,ECK3574,b3585,18.9,20.4,1.1,13.4,6.0,0.4,12.6,7.4,0.6
yiaV,3752122,3750986,ECK3575,b3586,2.4,0.7,0.3,2.5,0.7,0.3,1.4,0.0,0.0
yiaW,3752451,3752128,ECK3576,b3587,0.0,0.6,#DIV/0!,0.0,2.6,#DIV/0!,2.5,0.0,0.0
yiaY,3755850,3754699,ECK3578,b3589,0.8,0.7,0.9,1.6,0.0,0.0,0.3,0.0,0.0
yibA,3764360,3765202,ECK3583,b3594,10.1,14.8,1.5,6.7,15.9,2.4,15.6,13.4,0.9
yibF,3759978,3759370,ECK3581,b3592,62.8,134.3,2.1,64.5,110.0,1.7,60.7,69.2,1.1
yibG,3766200,3766661,ECK3585,b3596,3.9,3.8,1.0,2.0,1.8,0.9,0.0,2.2,#DIV/0!
yibH,3769402,3768266,ECK3586,b3597,1.6,0.9,0.5,3.3,0.0,0.0,1.7,2.7,1.6
yibI,3769767,3769405,ECK3587,b3598,2.5,1.1,0.4,0.0,2.3,#DIV/0!,2.2,2.8,1.3
yibJ,3765244,3765945,ECK3584,b3595,9.0,1.7,0.2,8.0,2.4,0.3,9.1,1.5,0.2
yibL,3774688,3775050,ECK3592,b3602,216.9,696.2,3.2,105.6,518.8,4.9,165.4,416.1,2.5
yibN,3783038,3782607,ECK3601,b3611,520.7,506.6,1.0,513.1,654.9,1.3,611.2,656.5,1.1
yibQ,3786124,3787083,ECK3604,b3614,63.7,43.2,0.7,77.9,45.3,0.6,63.0,55.7,0.9
yibT,3774403,3774194,ECK3591,b4554,109.3,116.8,1.1,57.9,31.9,0.6,62.5,63.6,1.0
yibV,3767368,3767703,ECK4424,b4615,0.0,0.0,#DIV/0!,2.8,0.0,0.0,4.7,0.0,0.0
yicC,3814699,3815562,ECK3634,b3644,256.7,471.4,1.8,251.1,414.6,1.7,289.5,380.6,1.3
yicG,3816897,3817514,ECK3636,b3646,4.4,6.3,1.4,6.1,9.5,1.6,7.7,15.0,1.9
yicH,3828480,3830189,ECK3645,b3655,50.2,31.7,0.6,35.6,17.1,0.5,33.7,27.0,0.8
yicI,3832560,3830242,ECK3646,b3656,7.2,3.5,0.5,5.6,2.2,0.4,4.1,3.5,0.9
yicJ,3833952,3832570,ECK3647,b3657,2.9,0.7,0.2,0.7,0.0,0.0,1.2,0.0,0.0
yicL,3836271,3837194,ECK3650,b3660,18.5,28.7,1.5,24.3,23.6,1.0,21.5,22.2,1.0
yicN,3840425,3839973,ECK3654,b3663,37.7,45.1,1.2,18.6,25.9,1.4,14.9,40.8,2.7
yicR,3810582,3809914,ECK3628,b3638,118.3,1.5,0.0,113.2,2.5,0.0,140.3,4.6,0.0
yicS,3838238,3838531,ECK3652,b4555,3.1,11.9,3.9,3.2,5.7,1.8,4.1,0.0,0.0
yidA,3874975,3874163,ECK3689,b3697,147.2,419.1,2.8,121.9,244.0,2.0,73.9,204.7,2.8
yidB,3875488,3875090,ECK3690,b3698,21.4,22.9,1.1,23.4,27.3,1.2,30.9,48.9,1.6
yidC,3883099,3884745,ECK3698,b3705,534.5,338.7,0.6,843.9,452.3,0.5,865.1,591.4,0.7
yidD,3882839,3883096,ECK3697,b4557,474.3,142.6,0.3,1156.4,360.1,0.3,721.3,378.4,0.5
yidE,3864296,3862635,ECK3677,b3685,35.2,15.5,0.4,31.0,10.1,0.3,27.5,13.6,0.5
yidF,3853634,3853137,ECK3665,b3674,47.0,15.2,0.3,15.0,6.7,0.4,20.0,14.4,0.7
yidG,3853993,3853631,ECK3666,b3675,29.7,3.2,0.1,15.5,4.6,0.3,15.3,5.7,0.4
yidH,3854330,3853983,ECK3667,b3676,15.5,10.1,0.6,13.4,4.8,0.4,14.9,5.9,0.4
yidI,3854438,3854887,ECK3668,b3677,20.0,10.0,0.5,14.5,7.4,0.5,21.2,16.0,0.8
yidJ,3856427,3854934,ECK3669,b3678,2.1,1.0,0.5,2.5,0.0,0.0,2.7,2.1,0.8
yidK,3858139,3856424,ECK3670,b3679,1.0,0.1,0.1,0.0,0.0,#DIV/0!,2.3,1.2,0.5
yidL,3858276,3859199,ECK3671,b3680,0.5,4.0,8.2,3.0,0.9,0.3,3.4,2.2,0.6
yidP,3861922,3862638,ECK3676,b3684,2.5,0.5,0.2,3.9,3.5,0.9,3.3,1.4,0.4
yidQ,3865751,3866083,ECK3680,b3688,87.8,112.8,1.3,78.6,67.9,0.9,90.8,145.0,1.6
yidR,3867332,3866085,ECK3681,b3689,35.3,70.8,2.0,24.7,30.2,1.2,28.7,32.1,1.1
yidX,3873461,3874117,ECK3688,b3696,6.2,1.8,0.3,15.7,1.3,0.1,13.9,4.7,0.3
yidZ,3890788,3891747,ECK3704,b3711,20.6,14.0,0.7,29.2,17.4,0.6,25.3,18.2,0.7
yieE,3891892,3892653,ECK3705,b3712,75.6,40.9,0.5,33.1,14.3,0.4,28.2,22.9,0.8
yieF,3892675,3893241,ECK3706,b3713,85.7,128.4,1.5,57.7,97.4,1.7,58.9,87.0,1.5
yieH,3894797,3895462,ECK3708,b3715,12.8,12.0,0.9,28.1,22.6,0.8,27.5,12.3,0.4
yieK,3897416,3896694,ECK3711,b3718,5.6,12.7,2.3,2.6,4.6,1.8,11.6,4.3,0.4
yieL,3898627,3897431,ECK3712,b3719,2.6,1.0,0.4,4.7,0.7,0.1,2.0,0.0,0.0
yieP,3939350,3938658,ECK3749,b3755,156.4,310.2,2.0,85.0,120.8,1.4,100.4,83.0,0.8
yifB,3948022,3946472,ECK3758,b3765,4.4,2.6,0.6,3.0,0.0,0.0,2.1,0.7,0.3
yifE,3946109,3946447,ECK3757,b3764,1137.2,1784.4,1.6,1385.0,1930.8,1.4,2030.5,2985.6,1.5
yifK,3978910,3980295,ECK3788,b3795,192.5,191.3,1.0,232.1,200.5,0.9,274.9,340.3,1.2
yifL,3992545,3992748,ECK3803,b4558,374.9,1218.8,3.3,275.1,611.3,2.2,290.4,962.0,3.3
yifO,3958310,3958035,ECK3768,b3776,31.0,4.9,0.2,13.6,9.1,0.7,25.9,3.7,0.1
yigA,3993606,3994313,ECK3805,b3810,223.7,119.6,0.5,221.9,86.3,0.4,194.9,107.4,0.6
yigB,3995206,3995922,ECK3807,b3812,80.3,63.3,0.8,122.6,71.2,0.6,92.1,64.5,0.7
yigE,3999079,3998315,ECK3809,b4482,2.4,4.3,1.8,3.7,4.4,1.2,5.2,4.0,0.8
yigF,4000822,4000442,ECK3811,b3817,9.4,17.4,1.8,2.5,13.2,5.4,12.5,8.1,0.6
yigG,4001216,4000836,ECK3812,b3818,3.5,0.0,0.0,2.5,0.0,0.0,3.1,0.0,0.0
yigI,4002720,4002253,ECK3814,b3820,19.2,28.3,1.5,30.0,98.4,3.3,41.6,81.2,2.0
yigL,4008223,4009023,ECK3820,b3826,80.9,99.4,1.2,88.7,125.4,1.4,54.6,78.3,1.4
yigM,4009099,4009998,ECK3821,b3827,78.0,58.6,0.8,88.3,65.1,0.7,85.7,89.1,1.0
yigZ,4030515,4031129,ECK3840,b3848,145.6,44.0,0.3,141.4,49.0,0.3,132.6,53.5,0.4
yihA,4048752,4048156,ECK3857,b3865,270.5,668.2,2.5,220.9,580.4,2.6,265.1,516.3,1.9
yihD,4040092,4040361,ECK3850,b3858,219.9,735.5,3.3,121.2,303.8,2.5,192.9,388.2,2.0
yihF,4042222,4043652,ECK3853,b3861,4.1,3.4,0.8,3.9,2.3,0.6,3.6,0.0,0.0
yihG,4044625,4043693,ECK3854,b3862,8.2,5.4,0.7,23.1,17.0,0.7,29.4,33.0,1.1
yihI,4049370,4049879,ECK3859,b3866,157.9,552.4,3.5,154.0,710.6,4.6,145.8,632.6,4.3
yihL,4058470,4059180,ECK3865,b3872,20.9,26.0,1.2,11.8,9.4,0.8,15.1,14.5,1.0
yihM,4059188,4060168,ECK3866,b3873,14.2,25.4,1.8,8.6,11.9,1.4,10.9,8.4,0.8
yihN,4060270,4061535,ECK3867,b3874,3.2,2.6,0.8,3.7,0.7,0.2,6.9,0.8,0.1
yihO,4063789,4062386,ECK3869,b3876,1.9,1.1,0.6,1.3,0.0,0.0,2.8,0.0,0.0
yihP,4065238,4063832,ECK3870,b3877,0.6,0.8,1.3,1.3,0.6,0.4,0.3,1.5,5.2
yihQ,4067299,4065263,ECK3871,b3878,0.4,0.6,1.3,2.3,0.0,0.0,1.0,0.5,0.5
yihR,4068424,4067498,ECK3872,b3879,0.5,0.2,0.4,2.0,0.0,0.0,0.4,1.1,2.6
yihS,4069779,4068538,ECK3873,b3880,2.5,3.3,1.3,5.3,1.3,0.3,1.9,2.5,1.3
yihT,4070674,4069796,ECK3874,b3881,1.5,2.4,1.6,0.0,3.8,#DIV/0!,0.9,1.2,1.3
yihU,4071594,4070698,ECK3875,b3882,1.5,1.1,0.7,3.1,0.0,0.0,0.9,0.0,0.0
yihV,4071762,4072658,ECK3876,b3883,6.0,3.3,0.5,4.2,1.9,0.4,3.1,8.0,2.6
yihW,4072692,4073477,ECK3877,b3884,51.5,49.8,1.0,59.5,57.5,1.0,67.8,51.0,0.8
yihX,4073576,4074175,ECK3878,b3885,119.2,160.3,1.3,90.4,58.6,0.6,84.2,59.9,0.7
yihY,4074169,4075041,ECK3879,b3886,53.6,71.6,1.3,42.9,27.8,0.6,37.8,69.4,1.8
yiiD,4075472,4076461,ECK3881,b3888,117.7,99.9,0.8,96.4,79.5,0.8,119.3,65.4,0.5
yiiE,4077314,4077532,ECK3882,b3889,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,1.8,0.0,0.0
yiiF,4077774,4077992,ECK3883,b3890,12.3,16.9,1.4,21.4,15.3,0.7,16.3,0.0,0.0
yiiG,4085025,4086080,ECK3889,b3896,2.1,6.6,3.1,3.5,8.7,2.5,4.1,4.9,1.2
yiiM,4100845,4101519,ECK3903,b3910,68.0,150.0,2.2,51.3,96.7,1.9,43.6,56.3,1.3
yiiQ,4110237,4109638,ECK3912,b3920,30.7,76.9,2.5,31.2,36.3,1.2,19.2,65.1,3.4
yiiR,4110338,4110778,ECK3913,b3921,32.6,37.1,1.1,33.9,56.9,1.7,37.0,48.9,1.3
yiiS,4110990,4111289,ECK3914,b3922,54.0,148.6,2.8,46.8,58.6,1.3,35.8,71.9,2.0
yiiX,4125917,4125309,ECK3929,b3937,34.0,6.4,0.2,49.1,6.9,0.1,54.8,10.1,0.2
yijD,4159794,4160153,ECK3956,b3964,231.2,427.3,1.8,184.5,218.6,1.2,151.3,219.8,1.5
yijE,4134131,4135036,ECK3935,b3943,22.8,10.3,0.5,17.5,14.8,0.8,12.3,13.6,1.1
yijF,4135680,4135063,ECK3936,b3944,1.5,0.3,0.2,0.0,0.0,#DIV/0!,3.2,0.0,0.0
yijO,4146340,4145489,ECK3945,b3954,21.6,18.7,0.9,14.3,7.9,0.6,11.7,4.8,0.4
yjaA,4211257,4211640,ECK4003,b4011,19.9,8.6,0.4,58.5,15.3,0.3,37.3,13.4,0.4
yjaB,4212146,4211703,ECK4004,b4012,16.2,21.9,1.4,10.5,13.2,1.3,10.7,4.6,0.4
yjaG,4197527,4198117,ECK3991,b3999,118.7,223.0,1.9,112.4,192.6,1.7,125.2,187.8,1.5
yjaH,4198589,4199284,ECK3993,b4001,213.9,79.2,0.4,204.3,72.2,0.4,180.5,79.7,0.4
yjaZ,4187809,4188348,ECK3980,b3989,16.7,2.2,0.1,12.1,4.7,0.4,13.3,15.2,1.1
yjbB,4225754,4227385,ECK4012,b4020,21.8,15.0,0.7,28.1,18.0,0.6,20.2,17.6,0.9
yjbD,4229654,4229382,ECK4015,b4023,74.2,228.9,3.1,37.7,79.7,2.1,39.3,90.3,2.3
yjbE,4233929,4234171,ECK4018,b4026,11.1,12.8,1.2,11.5,27.6,2.4,21.3,25.4,1.2
yjbF,4234285,4234923,ECK4019,b4027,2.1,0.6,0.3,1.5,0.0,0.0,1.9,1.6,0.9
yjbG,4234920,4235657,ECK4020,b4028,2.4,0.0,0.0,2.5,1.1,0.4,0.0,0.0,#DIV/0!
yjbH,4235657,4237753,ECK4021,b4029,1.5,0.8,0.6,4.0,0.0,0.0,4.0,1.5,0.4
