gene,Start,End,EcoCyc accession,locus_tag,30C_1_m,30C_1_f,te_1,30C_2_m,30C_2_f,te_2,30C_3_m,30C_3_f,te_3,TE_n_nonmissing,TE_mean,TE_all_missing
ygcO,2891941.0,2892201.0,ECK2762,b2767,5.2,1.5,0.3,3.6,0.0,0.0,9.1,3.9,0.4,3,0.2333333333333333,False
ygcP,2892218.0,2892793.0,ECK2763,b2768,3.1,3.4,1.1,3.2,1.5,0.4,5.5,1.8,0.3,3,0.6,False
ygcQ,2893801.0,2892941.0,ECK2764,b2769,5.2,1.6,0.3,6.5,0.0,0.0,5.5,1.2,0.2,3,0.16666666666666666,False
ygcR,2894577.0,2893798.0,ECK2765,b2770,3.5,1.5,0.4,3.6,0.0,0.0,3.6,6.6,1.8,3,0.7333333333333334,False
ygcS,2895892.0,2894555.0,ECK2766,b2771,0.3,0.0,0.0,2.1,0.0,0.0,0.6,0.0,0.0,3,0.0,False
ygcU,2897440.0,2895986.0,ECK2767,b4463,1.5,0.7,0.4,1.3,0.0,0.0,1.9,0.0,0.0,3,0.13333333333333333,False
ygcW,2898295.0,2897510.0,ECK2768,b2774,0.0,0.7,,2.4,0.0,0.0,0.0,0.0,,1,0.0,False
ygdB,2961178.0,2960771.0,ECK2820,b2824,11.0,0.0,0.0,11.5,0.0,0.0,6.8,5.0,0.7,3,0.2333333333333333,False
ygdD,2939653.0,2939258.0,ECK2802,b2807,90.9,93.9,1.0,170.1,145.8,0.9,148.6,166.1,1.1,3,1.0,False
ygdG,2928987.0,2929832.0,ECK2793,b2798,31.4,22.6,0.7,49.7,25.7,0.5,43.2,26.7,0.6,3,0.6,False
ygdH,2924330.0,2925694.0,ECK2790,b2795,136.4,200.4,1.5,87.0,96.3,1.1,56.8,122.7,2.2,3,1.6000000000000003,False
ygdI,2941167.0,2940940.0,ECK2805,b2809,47.4,181.9,3.8,28.7,128.5,4.5,36.6,103.7,2.8,3,3.7000000000000006,False
ygdQ,2968442.0,2969155.0,ECK2828,b2832,28.4,21.8,0.8,61.6,57.4,0.9,54.6,70.5,1.3,3,1.0,False
ygdR,2969293.0,2969511.0,ECK2829,b2833,154.1,296.9,1.9,132.4,217.8,1.6,205.2,145.4,0.7,3,1.4000000000000001,False
ygdT,2967498.0,2967352.0,ECK4419,b4610,3.1,0.0,0.0,0.0,0.0,,0.0,0.0,,1,0.0,False
ygeA,2978657.0,2977965.0,ECK2838,b2840,39.6,76.7,1.9,37.8,55.6,1.5,39.6,51.9,1.3,3,1.5666666666666667,False
ygeF,2988576.0,2989022.0,ECK2848,b2850,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1,0.0,False
ygeG,2989290.0,2989781.0,ECK2849,b2851,0.0,0.4,,0.0,0.0,,0.0,0.0,,0,,True
ygeH,2990116.0,2991492.0,ECK2850,b2852,0.7,0.4,0.6,2.0,0.0,0.0,0.6,1.5,2.6,3,1.0666666666666667,False
ygeI,2991660.0,2991878.0,ECK2851,b2853,2.1,0.0,0.0,0.0,0.0,,0.0,0.0,,1,0.0,False
ygeK,2992925.0,2992482.0,ECK2853,b2855,4.1,1.3,0.3,2.1,0.0,0.0,2.7,0.0,0.0,3,0.09999999999999999,False
ygeL,2993114.0,2992959.0,ECK2854,b2856,2.9,0.0,0.0,0.0,0.0,,0.0,0.0,,1,0.0,False
ygeM,2993767.0,2993336.0,ECK2855,b2857,0.0,0.0,,0.0,0.0,,0.9,0.0,0.0,1,0.0,False
ygeO,2994409.0,2993984.0,ECK2857,b2859,0.0,2.3,,0.0,0.0,,5.6,0.0,0.0,1,0.0,False
ygeP,2996010.0,2995711.0,ECK2858,b2862,7.5,0.0,0.0,6.2,0.0,0.0,10.6,3.4,0.3,3,0.09999999999999999,False
ygeQ,2996850.0,2996056.0,ECK2859,b2863,4.5,3.4,0.8,12.9,4.2,0.3,16.0,7.8,0.5,3,0.5333333333333333,False
ygeR,2997913.0,2997158.0,ECK2861,b2865,83.9,52.8,0.6,44.5,36.5,0.8,54.2,25.8,0.5,3,0.6333333333333333,False
ygeV,3003808.0,3002030.0,ECK2865,b2869,3.8,3.1,0.8,4.2,2.4,0.6,4.2,0.6,0.1,3,0.5,False
ygeW,3004284.0,3005474.0,ECK2866,b2870,0.4,0.3,0.9,0.8,0.0,0.0,0.3,0.0,0.0,3,0.3,False
ygeX,3005532.0,3006728.0,ECK2867,b2871,1.5,0.0,0.0,1.6,0.0,0.0,0.7,0.0,0.0,3,0.0,False
ygeY,3006786.0,3007997.0,ECK2868,b2872,2.6,3.2,1.2,1.5,2.1,1.3,2.0,0.0,0.0,3,0.8333333333333334,False
ygfB,3053466.0,3052888.0,ECK2904,b2909,334.9,601.9,1.8,332.8,387.4,1.2,260.3,367.4,1.4,3,1.4666666666666668,False
ygfF,3043923.0,3043180.0,ECK2897,b2902,7.9,6.8,0.9,15.1,7.9,0.5,10.7,6.9,0.6,3,0.6666666666666666,False
ygfI,3065195.0,3064299.0,ECK2917,b2921,4.5,2.6,0.6,4.2,0.9,0.2,8.4,3.4,0.4,3,0.4000000000000001,False
ygfK,3014082.0,3017180.0,ECK2874,b2878,0.7,0.3,0.4,1.8,0.5,0.3,1.2,1.7,1.4,3,0.6999999999999998,False
ygfM,3018562.0,3019341.0,ECK2876,b2880,2.3,3.2,1.4,0.0,1.1,,3.1,1.3,0.4,2,0.8999999999999999,False
ygfS,3027034.0,3026546.0,ECK2881,b2886,8.3,1.6,0.2,3.8,0.0,0.0,3.3,0.0,0.0,3,0.06666666666666667,False
ygfT,3028953.0,3027034.0,ECK2882,b2887,1.6,0.4,0.2,1.5,0.0,0.0,3.1,0.0,0.0,3,0.06666666666666667,False
ygfZ,3039335.0,3040315.0,ECK2893,b2898,227.4,518.4,2.3,127.8,427.5,3.3,116.3,425.3,3.7,3,3.1,False
yggC,3072711.0,3071998.0,ECK2924,b2928,35.9,14.5,0.4,40.6,17.6,0.4,27.8,18.7,0.7,3,0.5,False
yggD,3073217.0,3072708.0,ECK2925,b2929,63.5,14.9,0.2,60.5,9.8,0.2,61.6,18.1,0.3,3,0.2333333333333333,False
yggE,3066102.0,3065362.0,ECK2918,b2922,133.6,290.9,2.2,140.1,320.8,2.3,105.7,256.5,2.4,3,2.3000000000000003,False
yggF,3074204.0,3073239.0,ECK2926,b2930,4.2,1.2,0.3,1.9,0.0,0.0,2.5,5.3,2.2,3,0.8333333333333334,False
yggI,3087777.0,3088274.0,ECK2939,b2944,2.7,9.0,3.3,16.9,20.2,1.2,16.8,20.6,1.2,3,1.9000000000000001,False
yggL,3100155.0,3099829.0,ECK2954,b2959,359.1,534.7,1.5,377.6,532.4,1.4,474.3,505.9,1.1,3,1.3333333333333333,False
yggM,3097587.0,3096580.0,ECK2951,b2956,4.9,0.8,0.2,0.9,0.8,0.9,3.6,4.1,1.1,3,0.7333333333333334,False
yggN,3099645.0,3098926.0,ECK2953,b2958,100.0,109.5,1.1,131.2,119.7,0.9,171.8,138.4,0.8,3,0.9333333333333332,False
yggP,3075478.0,3074201.0,ECK2927,b4465,1.4,1.4,1.0,2.2,0.7,0.3,1.2,0.0,0.0,3,0.43333333333333335,False
yggR,3093102.0,3092122.0,ECK2945,b2950,3.7,4.2,1.1,4.8,0.9,0.2,1.2,1.0,0.9,3,0.7333333333333334,False
yggS,3093120.0,3093824.0,ECK2946,b2951,77.8,88.4,1.1,87.6,72.4,0.8,97.6,83.1,0.9,3,0.9333333333333335,False
yggT,3093842.0,3094408.0,ECK2947,b2952,126.9,114.0,0.9,140.2,119.6,0.9,133.3,152.2,1.1,3,0.9666666666666668,False
yggU,3094405.0,3094695.0,ECK2948,b2953,86.6,18.1,0.2,54.6,34.5,0.6,129.8,31.8,0.2,3,0.3333333333333333,False
yggW,3095289.0,3096425.0,ECK2950,b2955,85.1,33.7,0.4,95.4,67.0,0.7,99.0,38.9,0.4,3,0.5,False
yggX,3102115.0,3102390.0,ECK2957,b2962,360.2,914.2,2.5,254.2,649.0,2.6,354.4,536.1,1.5,3,2.1999999999999997,False
yghA,3147684.0,3148568.0,ECK2997,b3003,2.0,4.0,1.9,0.0,3.8,,0.9,3.5,3.9,2,2.9,False
yghB,3151585.0,3152244.0,ECK3001,b3009,75.0,82.9,1.1,58.1,40.6,0.7,55.4,68.5,1.2,3,1.0,False
yghD,3109148.0,3108612.0,ECK2963,b2968,4.2,0.4,0.1,1.7,0.0,0.0,4.4,0.0,0.0,3,0.03333333333333333,False
yghF,3110942.0,3110076.0,ECK2965,b2970,0.5,0.7,1.3,6.5,1.0,0.1,4.1,1.2,0.3,3,0.5666666666666668,False
yghG,3111499.0,3111089.0,ECK2966,b2971,3.3,7.6,2.3,13.7,8.1,0.6,6.8,12.5,1.8,3,1.5666666666666667,False
yghJ,3117134.0,3112572.0,ECK2968,b4466,19.0,12.5,0.7,17.4,0.0,0.0,20.6,0.0,0.0,3,0.2333333333333333,False
yghO,3128237.0,3127065.0,ECK2976,b2981,1.9,0.2,0.1,4.0,2.1,0.5,2.0,0.0,0.0,3,0.19999999999999998,False
yghQ,3130430.0,3129363.0,ECK2977,b2983,1.3,0.2,0.1,1.8,0.8,0.4,1.1,0.0,0.0,3,0.16666666666666666,False
yghR,3131234.0,3130476.0,ECK2978,b2984,1.8,0.8,0.4,1.2,0.0,0.0,0.5,0.0,0.0,3,0.13333333333333333,False
yghS,3131979.0,3131266.0,ECK2979,b2985,0.0,0.3,,1.3,0.0,0.0,2.8,0.0,0.0,2,0.0,False
yghT,3132153.0,3132845.0,ECK2980,b2986,0.0,0.6,,2.7,1.2,0.4,0.0,4.4,,1,0.4,False
yghU,3136749.0,3137615.0,ECK2983,b2989,46.2,115.0,2.5,34.5,81.1,2.3,34.4,54.5,1.6,3,2.1333333333333333,False
yghW,3144759.0,3144472.0,ECK2992,b2998,0.0,3.4,,0.0,2.9,,2.8,0.0,0.0,1,0.0,False
yghZ,3145919.0,3146959.0,ECK2995,b3001,9.1,15.0,1.6,3.6,4.0,1.1,7.3,1.0,0.1,3,0.9333333333333335,False
ygiA,3177618.0,3177878.0,ECK3027,b3036,153.4,258.1,1.7,121.8,186.0,1.5,134.1,263.8,2.0,3,1.7333333333333334,False
ygiB,3177862.0,3178437.0,ECK3028,b3037,222.6,465.8,2.1,216.0,331.3,1.5,227.1,305.0,1.3,3,1.6333333333333335,False
ygiC,3178443.0,3179603.0,ECK3029,b3038,174.0,81.7,0.5,187.7,90.8,0.5,194.9,102.7,0.5,3,0.5,False
ygiD,3180456.0,3179641.0,ECK3030,b3039,6.1,9.5,1.6,8.0,6.2,0.8,5.4,7.6,1.4,3,1.2666666666666668,False
ygiF,3198987.0,3197686.0,ECK3044,b3054,102.6,134.4,1.3,68.2,96.4,1.4,81.2,94.7,1.2,3,1.3,False
ygiH,3202716.0,3203333.0,ECK3049,b3059,51.7,45.4,0.9,68.1,31.2,0.5,61.1,36.6,0.6,3,0.6666666666666666,False
ygiL,3183436.0,3183987.0,ECK3034,b3043,4.9,8.5,1.7,8.5,9.1,1.1,2.2,13.0,6.0,3,2.9333333333333336,False
ygiM,3199229.0,3199849.0,ECK3045,b3055,53.6,147.0,2.7,72.3,231.8,3.2,52.5,215.1,4.1,3,3.3333333333333335,False
ygiN,3171164.0,3171478.0,ECK3020,b3029,387.0,1289.9,3.3,255.4,600.5,2.4,267.6,476.3,1.8,3,2.4999999999999996,False
ygiQ,3159168.0,3156949.0,ECK3007,b4469,90.2,121.2,1.3,129.3,181.0,1.4,118.9,119.4,1.0,3,1.2333333333333334,False
ygiS,3165740.0,3164133.0,ECK3011,b3020,22.9,32.9,1.4,14.5,17.7,1.2,15.6,12.1,0.8,3,1.133333333333333,False
ygiV,3167253.0,3166771.0,ECK3014,b3023,7.5,5.6,0.8,7.7,0.0,0.0,13.2,6.4,0.5,3,0.43333333333333335,False
ygiW,3167698.0,3167306.0,ECK3015,b3024,41.2,158.0,3.8,33.3,108.6,3.3,52.6,146.4,2.8,3,3.2999999999999994,False
ygiZ,3170233.0,3169901.0,ECK3018,b3027,0.0,0.0,,2.8,0.0,0.0,0.0,0.0,,1,0.0,False
ygjH,3219269.0,3218937.0,ECK3064,b3074,8.1,4.1,0.5,0.0,7.5,,4.8,9.3,1.9,2,1.2,False
ygjI,3224256.0,3225689.0,ECK3068,b3078,0.6,0.1,0.2,1.3,0.0,0.0,0.0,2.1,,2,0.1,False
ygjJ,3225823.0,3226893.0,ECK3069,b3079,0.4,0.0,0.0,0.9,0.0,0.0,1.1,0.0,0.0,3,0.0,False
ygjK,3226910.0,3229261.0,ECK3070,b3080,1.5,0.6,0.4,3.6,1.1,0.3,1.0,0.0,0.0,3,0.2333333333333333,False
ygjP,3233982.0,3234485.0,ECK3075,b3085,17.9,42.5,2.4,20.4,23.3,1.1,10.3,12.2,1.2,3,1.5666666666666667,False
ygjQ,3234562.0,3235254.0,ECK3076,b3086,1.3,0.6,0.4,6.7,1.2,0.2,4.6,0.0,0.0,3,0.20000000000000004,False
ygjR,3235315.0,3236319.0,ECK3077,b3087,36.7,56.4,1.5,27.0,30.8,1.1,28.9,42.9,1.5,3,1.3666666666666665,False
ygjV,3239766.0,3239215.0,ECK3081,b3090,11.4,5.6,0.5,10.2,6.1,0.6,7.9,7.4,0.9,3,0.6666666666666666,False
yhaB,3265876.0,3266415.0,ECK3109,b3120,1.7,0.0,0.0,0.0,0.0,,0.7,1.9,2.6,2,1.3,False
yhaC,3266437.0,3267624.0,ECK3110,b3121,0.8,0.8,1.1,0.0,0.7,,0.3,1.7,5.2,2,3.1500000000000004,False
yhaH,3250326.0,3250691.0,ECK3094,b3103,103.2,228.7,2.2,115.0,137.2,1.2,84.7,230.2,2.7,3,2.0333333333333337,False
yhaI,3250933.0,3251289.0,ECK3095,b3104,1.3,0.0,0.0,2.6,0.0,0.0,2.2,0.0,0.0,3,0.0,False
yhaJ,3252236.0,3251340.0,ECK3096,b3105,114.8,100.7,0.9,114.7,84.0,0.7,103.3,84.8,0.8,3,0.8000000000000002,False
yhaK,3252341.0,3253042.0,ECK3097,b3106,9.6,8.0,0.8,2.7,4.8,1.8,6.8,1.5,0.2,3,0.9333333333333335,False
yhaL,3253065.0,3253229.0,ECK3098,b3107,106.3,108.6,1.0,45.3,86.2,1.9,72.3,174.4,2.4,3,1.7666666666666666,False
yhaM,3254673.0,3253363.0,ECK3099,b4470,146.9,162.5,1.1,267.5,318.6,1.2,55.5,54.1,1.0,3,1.0999999999999999,False
yhaO,3255969.0,3254701.0,ECK3100,b3110,64.5,6.1,0.1,135.6,7.9,0.1,23.5,10.5,0.4,3,0.20000000000000004,False
yhaV,3275359.0,3275823.0,ECK3118,b3130,31.9,25.1,0.8,30.2,10.8,0.4,27.4,24.3,0.9,3,0.7000000000000001,False
yhbE,3330757.0,3329792.0,ECK3173,b3184,309.2,26.6,0.1,540.3,36.4,0.1,484.5,47.9,0.1,3,0.10000000000000002,False
yhbO,3296996.0,3297514.0,ECK3141,b3153,6.1,6.4,1.1,3.6,6.5,1.8,2.3,4.0,1.7,3,1.5333333333333334,False
yhbP,3297937.0,3297494.0,ECK3142,b3154,21.3,30.7,1.4,27.4,28.3,1.0,23.3,39.3,1.7,3,1.3666666666666665,False
yhbQ,3297988.0,3298290.0,ECK3143,b3155,32.7,10.9,0.3,15.4,13.8,0.9,31.5,6.8,0.2,3,0.4666666666666666,False
yhbS,3298780.0,3298277.0,ECK3144,b3156,283.8,319.1,1.1,139.2,132.9,1.0,156.2,93.8,0.6,3,0.9,False
yhbT,3299298.0,3298774.0,ECK3145,b3157,489.3,539.6,1.1,122.9,110.0,0.9,157.5,90.0,0.6,3,0.8666666666666667,False
yhbU,3299507.0,3300502.0,ECK3146,b3158,48.8,39.9,0.8,2.8,0.8,0.3,2.4,11.3,4.7,3,1.9333333333333336,False
yhbV,3300511.0,3301389.0,ECK3147,b3159,18.9,13.5,0.7,8.5,1.9,0.2,3.6,9.4,2.6,3,1.1666666666666667,False
yhbW,3301470.0,3302477.0,ECK3148,b3160,37.0,79.0,2.1,33.4,56.5,1.7,19.7,49.9,2.5,3,2.1,False
yhbX,3319635.0,3318010.0,ECK3162,b3173,2.8,0.1,0.0,4.0,2.6,0.6,3.9,1.9,0.5,3,0.3666666666666667,False
yhbY,3325812.0,3326105.0,ECK3169,b3180,501.9,1549.0,3.1,620.3,1901.8,3.1,1005.0,1796.4,1.8,3,2.6666666666666665,False
yhcA,3360134.0,3360808.0,ECK3205,b3215,0.7,0.9,1.3,4.2,1.2,0.3,0.6,0.0,0.0,3,0.5333333333333333,False
yhcB,3378213.0,3378611.0,ECK3222,b3233,383.3,645.6,1.7,410.2,576.9,1.4,445.5,530.5,1.2,3,1.4333333333333333,False
yhcC,3352072.0,3351143.0,ECK3201,b3211,7.7,10.7,1.4,1.0,0.0,0.0,3.8,5.5,1.4,3,0.9333333333333332,False
yhcD,3360829.0,3363210.0,ECK3206,b3216,4.5,0.7,0.1,3.1,1.8,0.6,2.3,2.2,0.9,3,0.5333333333333333,False
yhcF,3364948.0,3365664.0,ECK3208,b3219,20.7,15.7,0.8,10.4,16.3,1.6,14.4,22.9,1.6,3,1.3333333333333333,False
yhcG,3365849.0,3366976.0,ECK3209,b3220,5.2,2.2,0.4,5.8,0.7,0.1,9.9,0.0,0.0,3,0.16666666666666666,False
yhcH,3367500.0,3367036.0,ECK3210,b3221,9.7,18.0,1.9,14.1,21.6,1.5,18.0,19.9,1.1,3,1.5,False
yhcM,3378019.0,3376892.0,ECK3221,b3232,59.4,55.2,0.9,53.9,43.0,0.8,65.2,44.6,0.7,3,0.8000000000000002,False
yhcN,3383560.0,3383823.0,ECK3227,b3238,85.2,367.3,4.3,81.5,440.7,5.4,103.9,420.4,4.0,3,4.566666666666666,False
yhcO,3384151.0,3383879.0,ECK3228,b3239,9.9,5.7,0.6,3.4,6.1,1.8,8.7,0.0,0.0,3,0.7999999999999999,False
yhdE,3396400.0,3395807.0,ECK3236,b3248,174.2,113.7,0.7,201.5,149.4,0.7,198.8,140.1,0.7,3,0.6999999999999998,False
yhdH,3401506.0,3402480.0,ECK3241,b3253,72.4,170.7,2.4,48.0,95.3,2.0,30.6,71.7,2.3,3,2.2333333333333334,False
yhdJ,3409675.0,3410559.0,ECK3249,b3262,5.1,2.6,0.5,6.3,4.7,0.7,7.2,4.6,0.6,3,0.6,False
yhdN,3437531.0,3437163.0,ECK3280,b3293,46.3,11.1,0.2,38.0,11.3,0.3,39.9,8.4,0.2,3,0.2333333333333333,False
yhdP,3394280.0,3390480.0,ECK3234,b4472,33.3,12.5,0.4,31.3,9.5,0.3,37.1,15.1,0.4,3,0.3666666666666667,False
yhdT,3405397.0,3405639.0,ECK3244,b3257,50.0,20.8,0.4,69.3,51.7,0.7,72.0,42.3,0.6,3,0.5666666666666668,False
yhdU,3410643.0,3410822.0,ECK3250,b3263,0.0,7.6,,5.2,14.0,2.7,8.8,22.8,2.6,2,2.6500000000000004,False
yhdV,3416412.0,3416633.0,ECK3254,b3267,2.0,5.3,2.6,12.6,11.3,0.9,12.5,23.1,1.8,3,1.7666666666666666,False
yhdW,3417171.0,3418088.0,ECK3255,b3268,2.0,1.5,0.8,4.1,0.0,0.0,0.9,2.2,2.6,3,1.1333333333333335,False
yhdX,3418156.0,3419337.0,ECK3256,b3269,0.8,0.0,0.0,3.2,0.7,0.2,1.0,1.7,1.7,3,0.6333333333333333,False
yhdY,3419347.0,3420450.0,ECK3257,b3270,2.0,0.5,0.3,0.8,0.0,0.0,2.2,1.9,0.9,3,0.39999999999999997,False
yhdZ,3420458.0,3421216.0,ECK3258,b3271,5.9,9.2,1.6,4.9,2.2,0.4,8.9,10.8,1.2,3,1.0666666666666667,False
yheO,3474462.0,3473740.0,ECK3333,b3346,159.9,102.1,0.6,100.9,55.6,0.6,115.5,51.2,0.4,3,0.5333333333333333,False
yheS,3479311.0,3481224.0,ECK3340,b3352,83.9,77.3,0.9,85.5,77.0,0.9,80.8,67.6,0.8,3,0.8666666666666667,False
yheT,3481224.0,3482246.0,ECK3341,b3353,64.6,31.2,0.5,71.3,44.2,0.6,62.6,27.1,0.4,3,0.5,False
yheU,3482240.0,3482458.0,ECK3342,b3354,59.6,39.1,0.7,72.6,49.7,0.7,63.6,32.8,0.5,3,0.6333333333333333,False
yheV,3476814.0,3476614.0,ECK3337,b4551,103.0,217.9,2.1,69.8,141.6,2.0,63.3,117.6,1.9,3,2.0,False
yhfA,3483840.0,3483436.0,ECK3344,b3356,227.7,433.1,1.9,101.6,351.3,3.5,140.4,301.9,2.2,3,2.5333333333333337,False
yhfG,3489642.0,3489475.0,ECK3350,b3362,13.4,11.6,0.9,44.5,5.0,0.1,42.6,12.2,0.3,3,0.43333333333333335,False
yhfK,3484813.0,3486915.0,ECK3346,b3358,57.8,20.5,0.4,51.6,17.1,0.3,40.8,29.3,0.7,3,0.4666666666666666,False
yhfL,3497470.0,3497637.0,ECK3357,b3369,13.4,24.3,1.8,16.7,19.9,1.2,16.6,24.5,1.5,3,1.5,False
yhfS,3504042.0,3502957.0,ECK3363,b3376,4.6,1.8,0.4,5.2,0.8,0.1,6.6,0.0,0.0,3,0.16666666666666666,False
yhfT,3505358.0,3504054.0,ECK3364,b3377,2.4,0.9,0.4,6.5,1.3,0.2,3.0,3.9,1.3,3,0.6333333333333334,False
yhfU,3505723.0,3505370.0,ECK3365,b3378,2.5,4.4,1.7,5.3,2.4,0.4,2.2,2.9,1.3,3,1.1333333333333335,False
yhfW,3507835.0,3506609.0,ECK3367,b3380,0.7,0.5,0.6,3.0,2.0,0.7,0.3,1.7,5.2,3,2.1666666666666665,False
yhfX,3508998.0,3507835.0,ECK3368,b3381,1.5,0.7,0.4,4.0,0.0,0.0,1.0,0.0,0.0,3,0.13333333333333333,False
yhfY,3509444.0,3509082.0,ECK3369,b3382,13.6,4.8,0.4,7.7,13.8,1.8,7.7,2.8,0.4,3,0.8666666666666667,False
yhfZ,3510366.0,3509461.0,ECK3370,b3383,29.8,17.2,0.6,17.5,7.4,0.4,18.9,18.1,1.0,3,0.6666666666666666,False
yhgA,3541189.0,3542067.0,ECK3398,b3411,4.1,11.5,2.8,4.3,5.7,1.3,4.5,5.8,1.3,3,1.7999999999999998,False
yhgE,3530461.0,3528737.0,ECK3389,b3402,10.4,4.3,0.4,16.3,1.0,0.1,10.1,8.3,0.8,3,0.43333333333333335,False
yhgF,3535407.0,3537728.0,ECK3394,b3407,151.1,274.2,1.8,140.6,200.4,1.4,120.4,149.6,1.2,3,1.4666666666666668,False
yhgN,3573094.0,3573687.0,ECK3420,b3434,34.1,42.6,1.3,37.8,62.0,1.6,58.9,55.4,0.9,3,1.2666666666666668,False
yhhA,3584966.0,3585406.0,ECK3432,b3448,17.3,16.8,1.0,6.4,3.8,0.6,11.7,25.6,2.2,3,1.2666666666666668,False
yhhH,3621422.0,3621805.0,ECK3467,b3483,4.7,2.0,0.4,4.9,2.2,0.4,1.0,0.0,0.0,3,0.26666666666666666,False
yhhJ,3624826.0,3623702.0,ECK3470,b3485,13.6,6.4,0.5,10.8,8.9,0.8,11.3,15.5,1.4,3,0.9,False
yhhL,3603002.0,3603271.0,ECK3450,b3466,50.0,54.1,1.1,48.5,62.0,1.3,50.1,60.9,1.2,3,1.2000000000000002,False
yhhM,3603633.0,3603274.0,ECK3451,b3467,27.5,22.7,0.8,31.2,14.0,0.4,26.5,28.5,1.1,3,0.7666666666666667,False
yhhN,3603774.0,3604400.0,ECK3452,b3468,35.9,43.5,1.2,41.8,33.4,0.8,33.6,59.0,1.8,3,1.2666666666666666,False
yhhQ,3607240.0,3607905.0,ECK3455,b3471,10.8,12.3,1.1,40.7,32.7,0.8,25.1,37.0,1.5,3,1.1333333333333335,False
yhhS,3609756.0,3608539.0,ECK3457,b3473,43.2,28.6,0.7,44.5,12.4,0.3,22.2,27.8,1.3,3,0.7666666666666666,False
yhhT,3609888.0,3610937.0,ECK3458,b3474,7.7,7.0,0.9,2.7,7.2,2.7,8.7,12.7,1.5,3,1.7,False
yhhW,3577668.0,3576973.0,ECK3424,b3439,25.2,82.5,3.3,25.5,49.3,1.9,20.6,56.1,2.7,3,2.6333333333333333,False
yhhX,3578828.0,3577791.0,ECK3425,b3440,110.1,333.1,3.0,62.2,158.0,2.5,59.4,97.0,1.6,3,2.3666666666666667,False
yhhY,3579161.0,3579649.0,ECK3427,b3441,28.5,145.3,5.1,17.2,58.2,3.4,5.7,52.5,9.2,3,5.8999999999999995,False
yhhZ,3579886.0,3581064.0,ECK3428,b3442,1.5,0.5,0.3,2.4,0.0,0.0,1.3,0.9,0.6,3,0.3,False
yhiD,3653925.0,3653278.0,ECK3492,b3508,4.2,0.3,0.1,4.3,1.3,0.3,5.5,0.0,0.0,3,0.13333333333333333,False
yhiI,3628625.0,3627558.0,ECK3472,b3487,45.9,17.3,0.4,36.8,6.3,0.2,42.1,25.0,0.6,3,0.4000000000000001,False
yhiJ,3630613.0,3628991.0,ECK3473,b3488,2.2,1.1,0.5,0.6,2.1,3.6,2.0,0.0,0.0,3,1.3666666666666665,False
yhiL,3632481.0,3631243.0,ECK3475,b3490,0.0,0.3,,2.3,0.7,0.3,0.6,0.0,0.0,2,0.15,False
yhiM,3632864.0,3633916.0,ECK3476,b3491,0.9,0.9,1.1,4.4,0.0,0.0,0.8,1.0,1.3,3,0.8000000000000002,False
yhiN,3635433.0,3634231.0,ECK3477,b3492,58.7,28.8,0.5,105.7,77.9,0.7,101.2,79.4,0.8,3,0.6666666666666666,False
yhjA,3667211.0,3665814.0,ECK3503,b3518,8.0,4.9,0.6,5.4,0.0,0.0,4.8,3.7,0.8,3,0.4666666666666666,False
yhjB,3669917.0,3669315.0,ECK3505,b3520,3.0,5.5,1.8,6.2,8.3,1.3,9.2,0.0,0.0,3,1.0333333333333334,False
yhjC,3670365.0,3671336.0,ECK3506,b3521,27.8,19.0,0.7,19.2,12.9,0.7,15.1,18.0,1.2,3,0.8666666666666666,False
yhjD,3671385.0,3672398.0,ECK3507,b3522,17.7,18.4,1.0,15.7,11.6,0.7,12.9,22.3,1.7,3,1.1333333333333333,False
yhjE,3672809.0,3674131.0,ECK3508,b3523,14.3,29.4,2.1,13.4,20.9,1.6,8.4,22.5,2.7,3,2.1333333333333333,False
yhjG,3676388.0,3674313.0,ECK3509,b3524,60.2,9.8,0.2,63.5,9.7,0.2,79.5,12.4,0.2,3,0.20000000000000004,False
yhjH,3677210.0,3676443.0,ECK3510,b3525,327.4,187.1,0.6,338.6,232.1,0.7,350.5,259.6,0.7,3,0.6666666666666666,False
yhjJ,3679963.0,3678467.0,ECK3512,b3527,47.5,54.5,1.1,68.7,58.1,0.8,57.9,66.6,1.1,3,1.0,False
yhjK,3683602.0,3681653.0,ECK3514,b3529,33.2,20.8,0.6,41.7,19.7,0.5,41.6,34.3,0.8,3,0.6333333333333334,False
yhjR,3694208.0,3694020.0,ECK3520,b3535,152.3,91.7,0.6,74.2,39.9,0.5,109.4,48.9,0.4,3,0.5,False
yhjV,3698586.0,3699857.0,ECK3526,b3539,17.0,13.8,0.8,21.3,23.7,1.1,12.2,30.7,2.5,3,1.4666666666666668,False
yhjX,3710030.0,3708822.0,ECK3534,b3547,3.0,1.6,0.5,4.6,0.0,0.0,0.7,0.8,1.3,3,0.6,False
yhjY,3710957.0,3710259.0,ECK3535,b3548,8.4,4.2,0.5,5.4,0.0,0.0,5.7,7.3,1.3,3,0.6,False
yiaA,3725384.0,3724947.0,ECK3551,b3562,1.0,1.3,1.3,2.1,0.0,0.0,4.5,0.0,0.0,3,0.43333333333333335,False
yiaB,3725771.0,3725430.0,ECK3552,b3563,0.0,1.1,,2.7,0.0,0.0,1.2,0.0,0.0,2,0.0,False
